Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
9430041J12Rik	current symbol	MGI:1924573	9430041J12Rik	RIKEN cDNA 9430041J12 gene	lncRNA gene
9430060I03Rik	current symbol	MGI:3702484	9430060I03Rik	RIKEN cDNA 9430060I03 gene	lncRNA gene
9430076C15Rik	old symbol	MGI:2443973	Creb5	cAMP responsive element binding protein 5	protein coding gene
9430076G02Rik	old symbol	MGI:1924683	Redrum	Redrum, erythroid developmental long intergenic non-protein coding transcript	lncRNA gene
9430083A17Rik	current symbol	MGI:1924678	9430083A17Rik	RIKEN cDNA 9430083A17 gene	lncRNA gene
9430091E24Rik	current symbol	MGI:1924618	9430091E24Rik	RIKEN cDNA 9430091E24 gene	lncRNA gene
9530026F06Rik	current symbol	MGI:1924591	9530026F06Rik	RIKEN cDNA 9530026F06 gene	lncRNA gene
9530026P05Rik	current symbol	MGI:1924659	9530026P05Rik	RIKEN cDNA 9530026P05 gene	lncRNA gene
9530027J09Rik	current symbol	MGI:4820557	9530027J09Rik	RIKEN cDNA 9530027J09 gene	lncRNA gene
9530036O11Rik	current symbol	MGI:2444607	9530036O11Rik	RIKEN cDNA 9530036O11Rik	lncRNA gene
9530048J24Rik	old symbol	MGI:1925670	Bcas3os2	BCAS3 microtubule associated cell migration factor, opposite strand 2	antisense lncRNA gene
9530051G07Rik	current symbol	MGI:2442715	9530051G07Rik	RIKEN cDNA 9530051G07 gene	lncRNA gene
9530052E02Rik	current symbol	MGI:3588277	9530052E02Rik	RIKEN cDNA 9530052E02 gene	lncRNA gene
9530059O14Rik	current symbol	MGI:2442421	9530059O14Rik	RIKEN cDNA 9530059O14 gene	lncRNA gene
9530080O11Rik	current symbol	MGI:2441751	9530080O11Rik	RIKEN cDNA 9530080O11 gene	lncRNA gene
9530082P21Rik	current symbol	MGI:3603340	9530082P21Rik	RIKEN cDNA 9530082P21 gene	lncRNA gene
9630001P10Rik	current symbol	MGI:2441755	9630001P10Rik	RIKEN cDNA 9630001P10 gene	lncRNA gene
9630013A20Rik	current symbol	MGI:2442953	9630013A20Rik	RIKEN cDNA 9630013A20 gene	lncRNA gene
9630028B13Rik	current symbol	MGI:2442281	9630028B13Rik	RIKEN cDNA 9630028B13 gene	lncRNA gene
9830132P13Rik	current symbol	MGI:5439414	9830132P13Rik	RIKEN cDNA 9830132P13 gene	lncRNA gene
9830166K06Rik	current symbol	MGI:3028064	9830166K06Rik	RIKEN cDNA 9830166K06 gene	lncRNA gene
9930014A18Rik	current symbol	MGI:2444091	9930014A18Rik	RIKEN cDNA 9930014A18 gene	lncRNA gene
A030009H04Rik	old symbol	MGI:1915359	Rnf227	ring finger protein 227	protein coding gene
A230001M10Rik	current symbol	MGI:2443043	A230001M10Rik	RIKEN cDNA A230001M10 gene	lncRNA gene
A230009B12Rik	current symbol	MGI:2442666	A230009B12Rik	RIKEN cDNA A230009B12 gene	lncRNA gene
A230020J21Rik	current symbol	MGI:3704207	A230020J21Rik	RIKEN cDNA A230020J21 gene	lncRNA gene
A230028O05Rik	current symbol	MGI:2442126	A230028O05Rik	RIKEN cDNA A230028O05 gene	lncRNA gene
A230056P14Rik	current symbol	MGI:2444856	A230056P14Rik	RIKEN cDNA A230056P14 gene	lncRNA gene
A230057D06Rik	current symbol	MGI:2442922	A230057D06Rik	RIKEN cDNA A230057D06 gene	lncRNA gene
A230070E04Rik	current symbol	MGI:3603403	A230070E04Rik	RIKEN cDNA A230070E04 gene	lncRNA gene
A230072C01Rik	current symbol	MGI:2444644	A230072C01Rik	RIKEN cDNA A230072C01 gene	lncRNA gene
A230072E10Rik	current symbol	MGI:3603753	A230072E10Rik	RIKEN cDNA A230072E10 gene	lncRNA gene
A230077H06Rik	current symbol	MGI:2443592	A230077H06Rik	RIKEN cDNA A230077H06 gene	lncRNA gene
A230108P19Rik	current symbol	MGI:2443444	A230108P19Rik	RIKEN cDNA A230108P19 gene	lncRNA gene
A330009N23Rik	current symbol	MGI:2443491	A330009N23Rik	RIKEN cDNA A330009N23 gene	lncRNA gene
A330023F24Rik	current symbol	MGI:2443958	A330023F24Rik	RIKEN cDNA A330023F24 gene	lncRNA gene
A330032B11Rik	current symbol	MGI:2443002	A330032B11Rik	RIKEN cDNA A330032B11 gene	lncRNA gene
A330033J07Rik	current symbol	MGI:2444369	A330033J07Rik	RIKEN cDNA A330033J07 gene	lncRNA gene
A330035P11Rik	current symbol	MGI:2442610	A330035P11Rik	RIKEN cDNA A330035P11 gene	lncRNA gene
A330040F15Rik	current symbol	MGI:3698434	A330040F15Rik	RIKEN cDNA A330040F15 gene	lncRNA gene
A330041J22Rik	current symbol	MGI:2442269	A330041J22Rik	RIKEN cDNA A330041J22 gene	lncRNA gene
A330049N07Rik	current symbol	MGI:3041175	A330049N07Rik	RIKEN cDNA A330049N07 gene	lncRNA gene
A330050B17Rik	old symbol	MGI:3590669	Mccc1os	methylcrotonoyl-Coenzyme A carboxylase 1 (alpha), opposite strand	antisense lncRNA gene
A330076C08Rik	current symbol	MGI:2443693	A330076C08Rik	RIKEN cDNA A330076C08 gene	lncRNA gene
A330076H08Rik	current symbol	MGI:2443193	A330076H08Rik	RIKEN cDNA A330076H08 gene	lncRNA gene
A330093E20Rik	current symbol	MGI:2147325	A330093E20Rik	RIKEN cDNA A330093E20 gene	lncRNA gene
A330102I10Rik	current symbol	MGI:1925170	A330102I10Rik	RIKEN cDNA A330102I10 gene	lncRNA gene
A430071A18Rik	old symbol	MGI:2442055	Rptoros	regulatory associated protein of MTOR, complex 1, opposite strand	antisense lncRNA gene
A430088P11Rik	current symbol	MGI:3605804	A430088P11Rik	RIKEN cDNA A430088P11 gene	lncRNA gene
A430090L17Rik	current symbol	MGI:2442754	A430090L17Rik	RIKEN cDNA A430090L17 gene	lncRNA gene
A430093F15Rik	current symbol	MGI:2685520	A430093F15Rik	RIKEN cDNA A430093F15 gene	lncRNA gene
A530013C23Rik	current symbol	MGI:3041178	A530013C23Rik	RIKEN cDNA A530013C23 gene	lncRNA gene
A530046M15Rik	current symbol	MGI:5439406	A530046M15Rik	RIKEN cDNA A530046M15 gene	lncRNA gene
A530050N04Rik	old symbol	MGI:3045386	Lncbate10	brown adipose tissue enriched long noncoding RNA 10	lncRNA gene
A530053G22Rik	current symbol	MGI:2443347	A530053G22Rik	RIKEN cDNA A530053G22 gene	lncRNA gene
A530058N18Rik	current symbol	MGI:2444858	A530058N18Rik	RIKEN cDNA A530058N18 gene	lncRNA gene
A530065N20Rik	current symbol	MGI:5439407	A530065N20Rik	RIKEN cDNA A530046M15 gene	lncRNA gene
A530072M11Rik	current symbol	MGI:4440477	A530072M11Rik	RIKEN cDNA gene A530072M11	lncRNA gene
A530088E08Rik	current symbol	MGI:3603459	A530088E08Rik	RIKEN cDNA A530088E08 gene	lncRNA gene
A630010A05Rik	current symbol	MGI:3584518	A630010A05Rik	RIKEN cDNA A630010A05 gene	protein coding gene
A630012P03Rik	current symbol	MGI:2442968	A630012P03Rik	RIKEN cDNA A630012P03 gene	lncRNA gene
A630019I02Rik	current symbol	MGI:5439422	A630019I02Rik	RIKEN cDNA A630019I02 gene	lncRNA gene
A630020A06		No associated gene			
A630023P12Rik	current symbol	MGI:2445162	A630023P12Rik	RIKEN cDNA A630023P12 gene	lncRNA gene
A630072M18Rik	current symbol	MGI:2444702	A630072M18Rik	RIKEN cDNA A630072M18 gene	lncRNA gene
A630075F10Rik	current symbol	MGI:3604957	A630075F10Rik	RIKEN cDNA A630075F10 gene	lncRNA gene
A630077J23Rik	current symbol	MGI:2443089	A630077J23Rik	RIKEN cDNA A630077J23 gene	lncRNA gene
A630089N07Rik	current symbol	MGI:2444323	A630089N07Rik	RIKEN cDNA A630089N07 gene	protein coding gene
A730017C20Rik	old symbol	MGI:2442934	Minar2	membrane integral NOTCH2 associated receptor 2	protein coding gene
A730017L22Rik	current symbol	MGI:3584452	A730017L22Rik	RIKEN cDNA A730017L22 gene	lncRNA gene
A730018C14Rik	current symbol	MGI:2442339	A730018C14Rik	RIKEN cDNA A730018C14 gene	lncRNA gene
A730020E08Rik	current symbol	MGI:2444999	A730020E08Rik	RIKEN cDNA A730020E08 gene	lncRNA gene
A730020M07Rik:copy2		No associated gene			
A730036I17Rik	current symbol	MGI:3041182	A730036I17Rik	RIKEN cDNA A730036I17 gene	lncRNA gene
A730046J19Rik	current symbol	MGI:2442684	A730046J19Rik	RIKEN cDNA A730046J19 gene	protein coding gene
A730056A06Rik	current symbol	MGI:2442718	A730056A06Rik	RIKEN cDNA A730056A06 gene	lncRNA gene
A730082K24Rik	current symbol	MGI:2142163	A730082K24Rik	RIKEN cDNA A730082K24 gene	lncRNA gene
A730082K24Rik:copy2		No associated gene			
A730085A09Rik	old symbol	MGI:3026921	Kank4os	KN motif and ankyrin repeat domains 4, opposite strand	antisense lncRNA gene
A730085K08Rik	current symbol	MGI:3605633	A730085K08Rik	RIKEN cDNA A730085K08 gene	lncRNA gene
A730090H04Rik	old symbol	MGI:2444057	Dlx4os	distal-less homeobox 4, opposite strand	antisense lncRNA gene
A730090N16Rik	current symbol	MGI:2442748	A730090N16Rik	RIKEN cDNA A730090N16 gene	lncRNA gene
A830009L08Rik	current symbol	MGI:2443762	A830009L08Rik	RIKEN cDNA A830009L08 gene	lncRNA gene
A830019L24Rik	current symbol	MGI:2443282	A830019L24Rik	RIKEN cDNA A830019L24 gene	lncRNA gene
A830052D11Rik	current symbol	MGI:3028074	A830052D11Rik	RIKEN cDNA A830052D11 gene	lncRNA gene
A830082K12Rik	current symbol	MGI:2443527	A830082K12Rik	RIKEN cDNA A830082K12 gene	lncRNA gene
A830082N09Rik	current symbol	MGI:3041184	A830082N09Rik	RIKEN cDNA A830082N09 gene	lncRNA gene
A930001A20Rik	current symbol	MGI:1924377	A930001A20Rik	RIKEN cDNA A930001A20 gene	lncRNA gene
A930001C03Rik	current symbol	MGI:2441838	A930001C03Rik	RIKEN cDNA A930001C03 gene	lncRNA gene
A930003O13Rik	current symbol	MGI:3612704	A930003O13Rik	RIKEN cDNA A930003O13 gene	lncRNA gene
A930004D18Rik	current symbol	MGI:1925190	A930004D18Rik	RIKEN cDNA A930004D18 gene	protein coding gene
A930006I01Rik	current symbol	MGI:2442861	A930006I01Rik	RIKEN cDNA A930006I01 gene	lncRNA gene
A930006K02Rik	current symbol	MGI:1925683	A930006K02Rik	RIKEN cDNA A930006K02 gene	lncRNA gene
A930007I19Rik	current symbol	MGI:1925029	A930007I19Rik	RIKEN cDNA A930007I19 gene	lncRNA gene
A930011G23Rik	current symbol	MGI:2442790	A930011G23Rik	RIKEN cDNA A930011G23 gene	lncRNA gene
A930011O12Rik	old symbol	MGI:2442197	Mir124a-1hg	Mir124-1 host gene (non-protein coding)	lncRNA gene
A930012L18Rik	current symbol	MGI:2442887	A930012L18Rik	RIKEN cDNA A930012L18 gene	lncRNA gene
A930015D03Rik	current symbol	MGI:1925060	A930015D03Rik	RIKEN cDNA A930015D03 gene	lncRNA gene
A930016O22Rik	current symbol	MGI:3605623	A930016O22Rik	RIKEN cDNA A930016O22 gene	lncRNA gene
A930017M01Rik	current symbol	MGI:2685151	A930017M01Rik	RIKEN cDNA A930017M01 gene	pseudogene
A930024E05Rik	current symbol	MGI:1924414	A930024E05Rik	RIKEN cDNA A930024E05 gene	lncRNA gene
AA387883	current symbol	MGI:3035466	AA387883	expressed sequence AA387883	lncRNA gene
AA465934	current symbol	MGI:2671018	AA465934	expressed sequence AA465934	lncRNA gene
AA474331	old symbol	MGI:3035041	Mfsd4b4	major facilitator superfamily domain containing 4B4	protein coding gene
AA543186	current symbol	MGI:3035233	AA543186	expressed sequence AA543186	lncRNA gene
AA619741	current symbol	MGI:3035322	AA619741	expressed sequence AA619741	pseudogene
Abhd1	current symbol	MGI:1931013	Abhd1	abhydrolase domain containing 1	polymorphic pseudogene
Abhd10	current symbol	MGI:2442422	Abhd10	abhydrolase domain containing 10	protein coding gene
Adam17	current symbol	MGI:1096335	Adam17	a disintegrin and metallopeptidase domain 17	protein coding gene
Adam28	zebrafish symbol	MGI:107247	Adam7	a disintegrin and metallopeptidase domain 7	protein coding gene
Adam28	current symbol	MGI:105988	Adam28	a disintegrin and metallopeptidase domain 28	protein coding gene
Adam28	zebrafish symbol	MGI:1917650	Adamdec1	ADAM-like, decysin 1	protein coding gene
Adarb1	current symbol	MGI:891999	Adarb1	adenosine deaminase, RNA-specific, B1	protein coding gene
Adck5	current symbol	MGI:2679274	Adck5	aarF domain containing kinase 5	protein coding gene
Adh6-ps1	current symbol	MGI:1918999	Adh6-ps1	alcohol dehydrogenase 6 (class V), pseudogene 1	pseudogene
Afg3l1	current symbol	MGI:1928277	Afg3l1	AFG3-like AAA ATPase 1	protein coding gene
Ager	current symbol	MGI:893592	Ager	advanced glycosylation end product-specific receptor	protein coding gene
Ahsg	current symbol	MGI:107189	Ahsg	alpha-2-HS-glycoprotein	protein coding gene
AI115009	current symbol	MGI:2139623	AI115009	expressed sequence AI115009	lncRNA gene
AI197445	current symbol	MGI:2145191	AI197445	expressed sequence AI197445	lncRNA gene
AI314278	current symbol	MGI:2141898	AI314278	expressed sequence AI314278	lncRNA gene
AI314831	old symbol	MGI:2138884	Wt1os	WT1 transcription factor, opposite strand	antisense lncRNA gene
AI414108	old symbol	MGI:2685354	Igsf9b	immunoglobulin superfamily, member 9B	protein coding gene
AI427809	old symbol	MGI:2140270	Mexis	macrophage expressed LXRa(NR1H3)-dependent amplifier of Abca1 transcription lncRNA	lncRNA gene
AI504432	current symbol	MGI:2139742	AI504432	expressed sequence AI504432	lncRNA gene
AI506816	current symbol	MGI:2140929	AI506816	expressed sequence AI506816	lncRNA gene
AI506816:copy2		No associated gene			
AI507597	current symbol	MGI:2140323	AI507597	expressed sequence AI507597	lncRNA gene
AI606473	current symbol	MGI:2139767	AI606473	expressed sequence AI606473	lncRNA gene
AI646519	current symbol	MGI:2139024	AI646519	expressed sequence AI646519	lncRNA gene
AI839979	current symbol	MGI:2140975	AI839979	expressed sequence AI839979	lncRNA gene
AI854517	old symbol	MGI:2142071	Mir9-3hg	Mir9-3 host gene	lncRNA gene
AI854517:copy2		No associated gene			
AI854703	current symbol	MGI:2141510	AI854703	expressed sequence AI854703	protein coding gene
Airn	current symbol	MGI:1353471	Airn	antisense Igf2r RNA	antisense lncRNA gene
Alms1-ps2	current symbol	MGI:3779593	Alms1-ps2	ALMS1, centrosome and basal body associated, pseudogene 2	pseudogene
Ank1:copy3		No associated gene			
Ankrd11	current symbol	MGI:1924337	Ankrd11	ankyrin repeat domain 11	protein coding gene
Ankzf1	current symbol	MGI:1098746	Ankzf1	ankyrin repeat and zinc finger domain containing 1	protein coding gene
Ano4	current symbol	MGI:2443344	Ano4	anoctamin 4	protein coding gene
Ano5	current symbol	MGI:3576659	Ano5	anoctamin 5	protein coding gene
Apol7d	current symbol	MGI:3723449	Apol7d	apolipoprotein L 7d	lncRNA gene
Arfrp1	current symbol	MGI:1923938	Arfrp1	ADP-ribosylation factor related protein 1	protein coding gene
Arid5a	current symbol	MGI:2443039	Arid5a	AT rich interactive domain 5A (MRF1-like)	protein coding gene
Atp10d	current symbol	MGI:2450125	Atp10d	ATPase, class V, type 10D	polymorphic pseudogene
AU015836	current symbol	MGI:2147954	AU015836	expressed sequence AU015836	protein coding gene
AU016765	current symbol	MGI:3034888	AU016765	expressed sequence AU016765	lncRNA gene
AU019990	current symbol	MGI:3034641	AU019990	expressed sequence AU019990	lncRNA gene
AU022754	current symbol	MGI:2146143	AU022754	expressed sequence AU022754	lncRNA gene
AU022793	current symbol	MGI:2146144	AU022793	expressed sequence AU022793	lncRNA gene
AU023762	current symbol	MGI:2143225	AU023762	expressed sequence AU023762	lncRNA gene
AU040972	current symbol	MGI:2144426	AU040972	expressed sequence AU040972	lncRNA gene
AV039307	current symbol	MGI:2139243	AV039307	expressed sequence AV039307	lncRNA gene
AW011738	current symbol	MGI:2140540	AW011738	expressed sequence AW011738	lncRNA gene
AW046200	current symbol	MGI:2142745	AW046200	expressed sequence AW046200	lncRNA gene
AW495222	current symbol	MGI:2145435	AW495222	expressed sequence AW495222	lncRNA gene
AW549542	current symbol	MGI:2141225	AW549542	expressed sequence AW549542	lncRNA gene
AY512915	current symbol	MGI:3041245	AY512915	cDNA sequence AY512915	lncRNA gene
B020018J22Rik	current symbol	MGI:3761288	B020018J22Rik	Riken cDNA B020018J22 gene	lncRNA gene
B130024G19Rik	current symbol	MGI:3604353	B130024G19Rik	RIKEN cDNA B130024G19 gene	lncRNA gene
B130034C11Rik	current symbol	MGI:3041186	B130034C11Rik	RIKEN cDNA B130034C11 gene	lncRNA gene
B230208H11Rik	current symbol	MGI:2443719	B230208H11Rik	RIKEN cDNA B230208H11 gene	lncRNA gene
B230209E15Rik	current symbol	MGI:2442668	B230209E15Rik	RIKEN cDNA B230209E15 gene	lncRNA gene
B230209K01Rik	old symbol	MGI:2685664	Celrr	cerebellum expressed regulatory RNA	lncRNA gene
B230214G05Rik	current symbol	MGI:5439409	B230214G05Rik	RIKEN cDNA B230214G05 gene	lncRNA gene
B230216N24Rik	current symbol	MGI:1925853	B230216N24Rik	RIKEN cDNA B230216N24 gene	lncRNA gene
B230217O12Rik	current symbol	MGI:2444948	B230217O12Rik	RIKEN cDNA B230217O12 gene	lncRNA gene
B230312C02Rik	current symbol	MGI:2444130	B230312C02Rik	RIKEN cDNA B230312C02 gene	lncRNA gene
B230323A14Rik	current symbol	MGI:2443084	B230323A14Rik	RIKEN cDNA B230323A14 gene	lncRNA gene
B230378P21Rik	old symbol	MGI:2442851	Plxna4os1	plexin A4, opposite strand 1	antisense lncRNA gene
B330016D10Rik	current symbol	MGI:2444063	B330016D10Rik	RIKEN cDNA B330016D10 gene	lncRNA gene
B430010I23Rik	current symbol	MGI:1926099	B430010I23Rik	RIKEN cDNA B430010I23 gene	lncRNA gene
B430212C06Rik	current symbol	MGI:2442134	B430212C06Rik	RIKEN cDNA B430212C06 gene	lncRNA gene
B430319G15Rik	current symbol	MGI:3603454	B430319G15Rik	RIKEN cDNA B430319G15 gene	lncRNA gene
B630019K06Rik	current symbol	MGI:2147918	B630019K06Rik	RIKEN cDNA B630019K06 gene	protein coding gene
B830017H08Rik	current symbol	MGI:3045365	B830017H08Rik	RIKEN cDNA B830017H08 gene	protein coding gene
B930018H19Rik	current symbol	MGI:5439417	B930018H19Rik	RIKEN cDNA B930018H19 gene	lncRNA gene
B930025P03Rik	current symbol	MGI:2443166	B930025P03Rik	RIKEN cDNA B930025P03 gene	lncRNA gene
B930059L03Rik	current symbol	MGI:2442724	B930059L03Rik	RIKEN cDNA B930059L03 gene	lncRNA gene
B930092H01Rik	current symbol	MGI:4437738	B930092H01Rik	RIKEN cDNA B930092H01 gene	lncRNA gene
BB014433	current symbol	MGI:2142823	BB014433	expressed sequence BB014433	protein coding gene
BB019430	current symbol	MGI:2143891	BB019430	expressed sequence BB019430	lncRNA gene
BB031773	current symbol	MGI:2140631	BB031773	expressed sequence BB031773	lncRNA gene
BB123696	current symbol	MGI:2145475	BB123696	expressed sequence BB123696	lncRNA gene
BB283400	current symbol	MGI:3034268	BB283400	expressed sequence BB283400	lncRNA gene
BB557941	current symbol	MGI:3034820	BB557941	expressed sequence BB557941	lncRNA gene
BC005764:copy2		No associated gene			
BC006965	current symbol	MGI:2384955	BC006965	cDNA sequence BC006965	lncRNA gene
BC018473	current symbol	MGI:3039625	BC018473	cDNA sequence BC018473	lncRNA gene
BC020402	current symbol	MGI:3039621	BC020402	cDNA sequence BC020402	lncRNA gene
BC021767	current symbol	MGI:3615512	BC021767	cDNA sequence BC021767	pseudogene
BC024582	old symbol	MGI:3041246	Bach2os	BTB and CNC homology 2, opposite strand	antisense lncRNA gene
BC030870	old symbol	MGI:3039572	Smim31	small integral membrane protein 31	protein coding gene
BC031361	current symbol	MGI:3041250	BC031361	cDNA sequence BC031361	lncRNA gene
BC037032	current symbol	MGI:3040924	BC037032	cDNA Sequence BC037032	lncRNA gene
BC037704	current symbol	MGI:2652856	BC037704	cDNA sequence BC037704	lncRNA gene
BC039771	current symbol	MGI:3040676	BC039771	cDNA sequence BC039771	lncRNA gene
BC048602	current symbol	MGI:3758910	BC048602	cDNA sequence BC048602	lncRNA gene
BC051537	current symbol	MGI:3041255	BC051537	cDNA sequence BC051537	lncRNA gene
BC055402	current symbol	MGI:3039597	BC055402	cDNA sequence BC055402	lncRNA gene
BC064078	current symbol	MGI:3040692	BC064078	cDNA sequence BC064078	pseudogene
BC065397	current symbol	MGI:3584520	BC065397	cDNA sequence BC065397	lncRNA gene
Bc1	current symbol	MGI:104905	Bc1	brain cytoplasmic RNA 1	lncRNA gene
Bc1:copy2		No associated gene			
Bend5	current symbol	MGI:1914871	Bend5	BEN domain containing 5	protein coding gene
Brd2	current symbol	MGI:99495	Brd2	bromodomain containing 2	protein coding gene
Btbd19	current symbol	MGI:1925861	Btbd19	BTB (POZ) domain containing 19	protein coding gene
Btnl5	rat symbol	MGI:1932036	Btnl4	butyrophilin-like 4	protein coding gene
Btnl5	old symbol	MGI:1932037	Btnl5-ps	butyrophilin-like 5, pseudogene	pseudogene
C030007H22Rik	current symbol	MGI:1924581	C030007H22Rik	RIKEN cDNA C030007H22 gene	lncRNA gene
C030013G03Rik	current symbol	MGI:1924664	C030013G03Rik	RIKEN cDNA C030013G03 gene	lncRNA gene
C030018K13Rik	current symbol	MGI:1924632	C030018K13Rik	RIKEN cDNA C030018K13 gene	lncRNA gene
C030029H02Rik	current symbol	MGI:1924633	C030029H02Rik	RIKEN cDNA C030029H02 gene	lncRNA gene
C030034I22Rik	current symbol	MGI:1924783	C030034I22Rik	RIKEN cDNA C030034I22 gene	lncRNA gene
C030034L19Rik	current symbol	MGI:2444519	C030034L19Rik	RIKEN cDNA C030034L19 gene	lncRNA gene
C030037D09Rik	current symbol	MGI:1924865	C030037D09Rik	RIKEN cDNA C030037D09 gene	lncRNA gene
C130021I20Rik	current symbol	MGI:3639863	C130021I20Rik	Riken cDNA C130021I20  gene	lncRNA gene
C130026L21Rik	current symbol	MGI:3041189	C130026L21Rik	RIKEN cDNA C130026L21 gene	lncRNA gene
C130036L24Rik	current symbol	MGI:2441877	C130036L24Rik	RIKEN cDNA C130036L24 gene	lncRNA gene
C130046K22Rik	current symbol	MGI:3026935	C130046K22Rik	RIKEN cDNA C130046K22 gene	lncRNA gene
C130060C02Rik	current symbol	MGI:3041192	C130060C02Rik	RIKEN cDNA C130060C02 gene	lncRNA gene
C130071C03Rik	current symbol	MGI:2443574	C130071C03Rik	RIKEN cDNA C130071C03 gene	lncRNA gene
C130080G10Rik	current symbol	MGI:4844008	C130080G10Rik	RIKEN cDNA C130080G10 gene	lncRNA gene
C130083M11Rik	current symbol	MGI:3041216	C130083M11Rik	RIKEN cDNA C130083M11 gene	lncRNA gene
C230004F18Rik	old symbol	MGI:5637821	Cdr1os	cerebellar degeneration related antigen 1, opposite strand	lncRNA gene
C230024C17Rik	current symbol	MGI:5439413	C230024C17Rik	RIKEN cDNA C230024C17 gene	lncRNA gene
C230035I16Rik	current symbol	MGI:2444850	C230035I16Rik	RIKEN cDNA C230035I16 gene	lncRNA gene
C230079O03Rik	current symbol	MGI:5439416	C230079O03Rik	RIKEN cDNA C230079O03 gene	lncRNA gene
C230091D08Rik	old symbol	MGI:1289201	Snhg14	small nucleolar RNA host gene 14	lncRNA gene
C330011F03Rik	current symbol	MGI:5439410	C330011F03Rik	RIKEN cDNA C330011F03 gene	lncRNA gene
C330013F16Rik	old symbol	MGI:1925776	Platr21	pluripotency associated transcript 21	lncRNA gene
C330013F16Rik:copy2		No associated gene			
C330022C24Rik	current symbol	MGI:1925770	C330022C24Rik	RIKEN cDNA C330022C24 gene	lncRNA gene
C330024C12Rik	current symbol	MGI:3026976	C330024C12Rik	RIKEN cDNA C330024C12 gene	lncRNA gene
C330024D21Rik	current symbol	MGI:2444116	C330024D21Rik	RIKEN cDNA C330024D21 gene	lncRNA gene
C330046G13Rik	old symbol	MGI:3045387	Platr7	pluripotency associated transcript 7	lncRNA gene
C430002E04Rik	old symbol	MGI:1925956	Platr4	pluripotency associated transcript 4	lncRNA gene
C430002N11Rik	current symbol	MGI:2442576	C430002N11Rik	RIKEN cDNA C430002N11 gene	lncRNA gene
C430049B03Rik	current symbol	MGI:1924903	C430049B03Rik	RIKEN cDNA C430049B03 gene	lncRNA gene
C4bp-ps1	current symbol	MGI:99594	C4bp-ps1	complement component 4 binding protein, pseudogene 1	pseudogene
C530005A16Rik	current symbol	MGI:3612454	C530005A16Rik	RIKEN cDNA C530005A16 gene	lncRNA gene
C530044C16Rik	current symbol	MGI:2443109	C530044C16Rik	RIKEN cDNA C530044C16 gene	lncRNA gene
C630020P19Rik	old symbol	MGI:3605632	Pcsk2os1	proprotein convertase subtilisin/kexin type 2, opposite strand 1	antisense lncRNA gene
C630028M04Rik	current symbol	MGI:3045376	C630028M04Rik	RIKEN cDNA C630028M04 gene	lncRNA gene
C630031E19Rik	current symbol	MGI:5439405	C630031E19Rik	RIKEN cDNA C630031E19 gene	lncRNA gene
C730002L08Rik	current symbol	MGI:2443493	C730002L08Rik	RIKEN cDNA C730002L08 gene	lncRNA gene
C730027H18Rik	current symbol	MGI:2442303	C730027H18Rik	RIKEN cDNA C730027H18 gene	lncRNA gene
C920006O11Rik	current symbol	MGI:2443759	C920006O11Rik	RIKEN cDNA C920006O11 gene	lncRNA gene
C920021L13Rik	current symbol	MGI:1923991	C920021L13Rik	RIKEN cDNA C920021L13 gene	lncRNA gene
Cacnb2:copy3		No associated gene			
Ccdc11	old symbol	MGI:1921703	Cfap53	cilia and flagella associated protein 53	protein coding gene
Ccl25	current symbol	MGI:1099448	Ccl25	chemokine (C-C motif) ligand 25	protein coding gene
Cdk3-ps	old symbol	MGI:1916931	Cdk3	cyclin-dependent kinase 3	polymorphic pseudogene
Ceacam-ps1	current symbol	MGI:3610557	Ceacam-ps1	CEA cell adhesion molecule, pseudogene 1	pseudogene
Cep57	current symbol	MGI:1915551	Cep57	centrosomal protein 57	protein coding gene
Ces2d-ps	current symbol	MGI:3704319	Ces2d-ps	carboxylesterase 2D, pseudogene	pseudogene
Chka	synonym	MGI:1926943	Atp12a	ATPase, H+/K+ transporting, nongastric, alpha polypeptide	protein coding gene
Chka	current symbol	MGI:107760	Chka	choline kinase alpha	protein coding gene
Cldn25	current symbol	MGI:3642767	Cldn25	claudin 25	protein coding gene
Cldn25	old symbol	MGI:2447860	Cldnd1	claudin domain containing 1	protein coding gene
Cnot2	current symbol	MGI:1919318	Cnot2	CCR4-NOT transcription complex, subunit 2	protein coding gene
Cops5	current symbol	MGI:1349415	Cops5	COP9 signalosome subunit 5	protein coding gene
Cox18	current symbol	MGI:2448532	Cox18	cytochrome c oxidase assembly protein 18	protein coding gene
Crebzf	current symbol	MGI:2675296	Crebzf	CREB/ATF bZIP transcription factor	protein coding gene
Crxos1	old symbol	MGI:2451355	Crxos	cone-rod homeobox, opposite strand	protein coding gene
Ctc1	current symbol	MGI:1916214	Ctc1	CTS telomere maintenance complex component 1	protein coding gene
Cts8-ps	current symbol	MGI:2151708	Cts8-ps	cathepsin 8, pseudogene	pseudogene
Cyp2c53-ps	current symbol	MGI:3646306	Cyp2c53-ps	cytochrome P450, family 2, subfamily c, polypeptide 53, pseudogene	pseudogene
Cyp2d13	current symbol	MGI:88605	Cyp2d13	cytochrome P450, family 2, subfamily d, polypeptide 13	polymorphic pseudogene
Cyp2d13	rat synonym	MGI:1919004	Cyp2d40	cytochrome P450, family 2, subfamily d, polypeptide 40	protein coding gene
